user_id,user_code,email,gender,age,city_id,join_date,membership_tier,wallet_balance_inr,is_fleet_user
323,USR-00323,user323@evmail.in,Female,64,5,2021-07-08,Gold,4841.59,No
324,USR-00324,user324@evmail.in,Male,46,6,2021-09-04,Gold,941.73,Yes
325,USR-00325,user325@evmail.in,Male,27,9,2022-05-14,Gold,883.19,No
326,USR-00326,user326@evmail.in,Female,58,7,2021-07-09,Gold,3696.08,Yes
327,USR-00327,user327@evmail.in,Female,22,3,2022-11-27,Basic,1614.97,No
328,USR-00328,user328@evmail.in,Male,38,9,2021-08-03,Basic,249.52,Yes
329,USR-00329,user329@evmail.in,Female,41,4,2022-03-16,Silver,1121.35,No
330,USR-00330,user330@evmail.in,Male,38,4,2022-05-03,Platinum,3543.34,No
331,USR-00331,user331@evmail.in,Female,62,5,2022-06-17,Basic,14.49,No
332,USR-00332,user332@evmail.in,Female,32,2,2021-11-12,Platinum,4645.38,Yes
333,USR-00333,user333@evmail.in,Female,18,3,2022-09-25,Gold,2204.18,Yes
334,USR-00334,user334@evmail.in,Other,62,3,2022-01-17,Silver,2759.0,Yes
335,USR-00335,user335@evmail.in,Other,65,4,2021-03-30,Platinum,462.67,No
336,USR-00336,user336@evmail.in,Male,47,7,2021-07-09,Platinum,3025.65,No
337,USR-00337,user337@evmail.in,Other,24,1,2022-01-03,Platinum,4759.2,Yes
338,USR-00338,user338@evmail.in,Male,62,10,2022-05-02,Basic,4905.16,No
339,USR-00339,user339@evmail.in,Male,42,6,2021-05-08,Silver,1236.74,Yes
340,USR-00340,user340@evmail.in,Male,42,8,2021-05-09,Gold,3217.92,Yes
341,USR-00341,user341@evmail.in,Other,34,9,2021-04-25,Gold,215.8,No
342,USR-00342,user342@evmail.in,Male,65,5,2022-01-03,Gold,2854.67,No
343,USR-00343,user343@evmail.in,Other,49,8,2022-12-11,Platinum,4325.02,Yes
344,USR-00344,user344@evmail.in,Female,29,10,2022-04-09,Basic,2344.87,No
345,USR-00345,user345@evmail.in,Other,64,7,2022-08-04,Silver,2250.83,Yes
346,USR-00346,user346@evmail.in,Male,58,7,2022-12-06,Platinum,3938.18,Yes
347,USR-00347,user347@evmail.in,Female,50,2,2021-06-06,Basic,3697.52,Yes
348,USR-00348,user348@evmail.in,Female,18,10,2022-05-21,Basic,2947.84,Yes
349,USR-00349,user349@evmail.in,Other,47,9,2022-10-25,Basic,244.95,Yes
350,USR-00350,user350@evmail.in,Other,43,3,2021-08-08,Silver,2636.91,No
351,USR-00351,user351@evmail.in,Female,49,9,2021-09-16,Platinum,3924.47,Yes
352,USR-00352,user352@evmail.in,Other,47,5,2021-02-13,Silver,3488.3,Yes
353,USR-00353,user353@evmail.in,Other,39,2,2022-09-16,Platinum,3237.4,No
354,USR-00354,user354@evmail.in,Male,49,5,2021-10-14,Platinum,1011.4,No
355,USR-00355,user355@evmail.in,Female,62,10,2021-12-27,Basic,4952.45,Yes
356,USR-00356,user356@evmail.in,Female,25,3,2022-11-25,Silver,1841.97,Yes
357,USR-00357,user357@evmail.in,Female,36,10,2021-02-22,Silver,1758.53,Yes
358,USR-00358,user358@evmail.in,Male,45,8,2022-01-01,Platinum,3735.04,No
359,USR-00359,user359@evmail.in,Female,52,8,2022-06-22,Basic,2754.98,Yes
360,USR-00360,user360@evmail.in,Female,50,8,2021-08-11,Platinum,4719.36,No
361,USR-00361,user361@evmail.in,Other,33,8,2021-09-27,Gold,4316.58,No
362,USR-00362,user362@evmail.in,Male,52,9,2022-02-21,Silver,1864.22,No
363,USR-00363,user363@evmail.in,Female,27,2,2022-07-04,Basic,4211.77,Yes
364,USR-00364,user364@evmail.in,Female,34,1,2021-01-18,Platinum,3202.06,Yes
365,USR-00365,user365@evmail.in,Female,25,3,2021-12-07,Basic,2842.99,Yes
366,USR-00366,user366@evmail.in,Male,61,4,2021-12-19,Basic,1064.44,Yes
367,USR-00367,user367@evmail.in,Female,53,4,2021-06-12,Silver,198.03,No
368,USR-00368,user368@evmail.in,Other,65,9,2022-08-19,Platinum,1869.56,Yes
369,USR-00369,user369@evmail.in,Male,45,6,2022-01-27,Silver,266.32,No
370,USR-00370,user370@evmail.in,Female,48,9,2021-08-17,Basic,568.68,Yes
371,USR-00371,user371@evmail.in,Other,55,7,2021-05-06,Silver,1451.91,No
372,USR-00372,user372@evmail.in,Male,54,2,2021-09-26,Silver,4003.22,Yes
373,USR-00373,user373@evmail.in,Male,46,10,2022-05-20,Platinum,2553.42,No
374,USR-00374,user374@evmail.in,Other,59,1,2022-04-26,Gold,3428.3,No
375,USR-00375,user375@evmail.in,Other,21,6,2021-03-13,Gold,1628.28,No
376,USR-00376,user376@evmail.in,Other,23,8,2021-08-25,Platinum,1503.28,Yes
377,USR-00377,user377@evmail.in,Female,31,3,2021-02-15,Gold,3203.7,Yes
378,USR-00378,user378@evmail.in,Other,62,6,2022-04-23,Basic,343.55,No
379,USR-00379,user379@evmail.in,Male,55,8,2022-01-06,Silver,4499.66,No
380,USR-00380,user380@evmail.in,Other,35,3,2022-11-11,Basic,3665.36,Yes
381,USR-00381,user381@evmail.in,Other,41,7,2021-05-06,Platinum,3218.26,No
382,USR-00382,user382@evmail.in,Female,30,3,2021-04-15,Silver,2883.09,No
383,USR-00383,user383@evmail.in,Female,18,9,2021-12-11,Gold,1622.57,No
384,USR-00384,user384@evmail.in,Male,55,10,2022-03-29,Gold,1330.11,Yes
385,USR-00385,user385@evmail.in,Male,37,1,2022-10-24,Silver,4290.54,No
386,USR-00386,user386@evmail.in,Male,40,5,2021-04-04,Gold,4207.47,Yes
387,USR-00387,user387@evmail.in,Male,51,2,2022-12-31,Basic,2524.65,No
388,USR-00388,user388@evmail.in,Other,25,10,2021-04-04,Silver,4796.93,Yes
389,USR-00389,user389@evmail.in,Female,31,6,2021-09-29,Gold,3982.87,Yes
390,USR-00390,user390@evmail.in,Female,63,2,2022-10-02,Platinum,187.92,Yes
391,USR-00391,user391@evmail.in,Female,43,5,2021-09-19,Basic,3215.13,No
392,USR-00392,user392@evmail.in,Male,42,5,2021-01-28,Silver,1509.44,No
393,USR-00393,user393@evmail.in,Female,28,6,2022-03-17,Basic,4560.16,Yes
394,USR-00394,user394@evmail.in,Other,34,4,2022-01-17,Platinum,3114.92,Yes
395,USR-00395,user395@evmail.in,Male,54,3,2021-02-21,Gold,19.83,Yes
396,USR-00396,user396@evmail.in,Other,36,8,2022-04-24,Silver,1380.97,No
397,USR-00397,user397@evmail.in,Female,34,1,2021-04-02,Platinum,3425.9,Yes
398,USR-00398,user398@evmail.in,Male,54,7,2022-11-11,Basic,257.36,No
399,USR-00399,user399@evmail.in,Male,39,2,2021-11-27,Silver,372.79,Yes
400,USR-00400,user400@evmail.in,Male,28,3,2023-01-01,Gold,3165.54,No
